"","Gender_D","Age_D","Race_or_Ethnicity_D","Education_D","SBP_R","BMI_R","Smoker_R","TC_L","FPG_L","user_n"
"549","Female","45-64","Hispanic",">=College grad","SBP<120","Overweight","No smoke","Normal TC","Glucose>=126",1
"550","Female","45-64","Hispanic",">=College grad","SBP<120","Obese","No smoke","High TC","Glucose>=126",2
"551","Female","45-64","Hispanic",">=College grad","SBP<120","Obese","No smoke","Normal TC","Glucose 100-125",1
"552","Female","45-64","Hispanic",">=College grad","SBP<120","Obese","No smoke","Normal TC","Glucose>=126",2
"553","Female","45-64","Hispanic",">=College grad","SBP<120","Obese","Smoke","Normal TC","Glucose<100",1
"554","Female","45-64","Hispanic",">=College grad","SBP 120-129","Overweight","No smoke","Normal TC","Glucose>=126",1
"555","Female","45-64","Hispanic",">=College grad","SBP 120-129","Obese","No smoke","Normal TC","Glucose 100-125",1
"556","Female","45-64","Hispanic",">=College grad","SBP 120-129","Obese","No smoke","Normal TC","Glucose>=126",2
"557","Female","45-64","Hispanic",">=College grad","SBP 130-139","Overweight","No smoke","High TC","Glucose>=126",1
"558","Female","45-64","Hispanic",">=College grad","SBP 130-139","Overweight","Smoke","High TC","Glucose>=126",1
"559","Female","45-64","Hispanic",">=College grad","SBP 130-139","Obese","No smoke","Normal TC","Glucose>=126",1
"560","Female","45-64","Hispanic",">=College grad","SBP>=140","Overweight","No smoke","High TC","Glucose 100-125",1
"561","Female","45-64","Hispanic",">=College grad","SBP>=140","Overweight","No smoke","High TC","Glucose>=126",1
"562","Female","45-64","Hispanic",">=College grad","SBP>=140","Obese","No smoke","High TC","Glucose>=126",4
"563","Female","45-64","Hispanic",">=College grad","SBP>=140","Obese","No smoke","Normal TC","Glucose>=126",2
"564","Female","45-64","Hispanic",">=College grad","SBP>=140","Obese","Smoke","Normal TC","Glucose>=126",1
"565","Female","45-64","Other","<HSG","SBP<120","Normal weight","No smoke","Normal TC","Glucose 100-125",1
"566","Female","45-64","Other","<HSG","SBP<120","Normal weight","No smoke","Normal TC","Glucose>=126",1
"567","Female","45-64","Other","<HSG","SBP<120","Overweight","No smoke","Normal TC","Glucose<100",1
"568","Female","45-64","Other","<HSG","SBP<120","Obese","No smoke","High TC","Glucose>=126",2
"569","Female","45-64","Other","<HSG","SBP<120","Obese","No smoke","Normal TC","Glucose 100-125",1
"570","Female","45-64","Other","<HSG","SBP<120","Obese","No smoke","Normal TC","Glucose>=126",3
"571","Female","45-64","Other","<HSG","SBP 120-129","Normal weight","No smoke","High TC","Glucose>=126",1
"572","Female","45-64","Other","<HSG","SBP 120-129","Normal weight","No smoke","Normal TC","Glucose>=126",1
"573","Female","45-64","Other","<HSG","SBP 120-129","Overweight","No smoke","Normal TC","Glucose 100-125",2
"574","Female","45-64","Other","<HSG","SBP 120-129","Overweight","No smoke","Normal TC","Glucose>=126",1
"575","Female","45-64","Other","<HSG","SBP 120-129","Obese","No smoke","Normal TC","Glucose 100-125",1
"576","Female","45-64","Other","<HSG","SBP 120-129","Obese","No smoke","Normal TC","Glucose>=126",4
"577","Female","45-64","Other","<HSG","SBP 130-139","Normal weight","No smoke","High TC","Glucose>=126",1
"578","Female","45-64","Other","<HSG","SBP 130-139","Normal weight","No smoke","Normal TC","Glucose>=126",1
"579","Female","45-64","Other","<HSG","SBP 130-139","Overweight","No smoke","High TC","Glucose>=126",3
"580","Female","45-64","Other","<HSG","SBP 130-139","Overweight","No smoke","Normal TC","Glucose<100",2
"581","Female","45-64","Other","<HSG","SBP 130-139","Overweight","No smoke","Normal TC","Glucose 100-125",1
"582","Female","45-64","Other","<HSG","SBP 130-139","Overweight","No smoke","Normal TC","Glucose>=126",1
"583","Female","45-64","Other","<HSG","SBP 130-139","Overweight","Smoke","Normal TC","Glucose>=126",1
"584","Female","45-64","Other","<HSG","SBP 130-139","Obese","No smoke","High TC","Glucose<100",1
"585","Female","45-64","Other","<HSG","SBP 130-139","Obese","No smoke","High TC","Glucose>=126",2
"586","Female","45-64","Other","<HSG","SBP 130-139","Obese","No smoke","Normal TC","Glucose>=126",2
"587","Female","45-64","Other","<HSG","SBP>=140","Underweight","No smoke","Normal TC","Glucose<100",1
"588","Female","45-64","Other","<HSG","SBP>=140","Normal weight","No smoke","High TC","Glucose 100-125",1
"589","Female","45-64","Other","<HSG","SBP>=140","Normal weight","No smoke","High TC","Glucose>=126",4
"590","Female","45-64","Other","<HSG","SBP>=140","Normal weight","No smoke","Normal TC","Glucose>=126",2
"591","Female","45-64","Other","<HSG","SBP>=140","Overweight","No smoke","High TC","Glucose<100",1
"592","Female","45-64","Other","<HSG","SBP>=140","Overweight","No smoke","High TC","Glucose 100-125",1
"593","Female","45-64","Other","<HSG","SBP>=140","Overweight","No smoke","High TC","Glucose>=126",7
"594","Female","45-64","Other","<HSG","SBP>=140","Overweight","No smoke","Normal TC","Glucose>=126",2
"595","Female","45-64","Other","<HSG","SBP>=140","Overweight","No smoke",NA,NA,1
"596","Female","45-64","Other","<HSG","SBP>=140","Obese","No smoke","High TC","Glucose>=126",3
"597","Female","45-64","Other","<HSG","SBP>=140","Obese","No smoke","Normal TC","Glucose>=126",5
"598","Female","45-64","Other","<HSG","SBP>=140","Obese","Smoke","High TC","Glucose>=126",1
"599","Female","45-64","Other","<HSG","SBP>=140","Obese","Smoke","Normal TC","Glucose>=126",1
"600","Female","45-64","Other","<HSG",NA,"Obese","No smoke","Normal TC","Glucose>=126",1
"601","Female","45-64","Other","HSG/GED","SBP<120","Normal weight","No smoke","Normal TC","Glucose 100-125",1
"602","Female","45-64","Other","HSG/GED","SBP<120","Normal weight","No smoke","Normal TC","Glucose>=126",1
"603","Female","45-64","Other","HSG/GED","SBP<120","Overweight","No smoke","High TC","Glucose 100-125",1
"604","Female","45-64","Other","HSG/GED","SBP<120","Overweight","No smoke","Normal TC","Glucose>=126",1
"605","Female","45-64","Other","HSG/GED","SBP<120","Obese","No smoke","High TC","Glucose>=126",2
"606","Female","45-64","Other","HSG/GED","SBP<120","Obese","No smoke","Normal TC","Glucose>=126",7
"607","Female","45-64","Other","HSG/GED","SBP 120-129","Normal weight","No smoke","High TC","Glucose>=126",1
"608","Female","45-64","Other","HSG/GED","SBP 120-129","Normal weight","No smoke","Normal TC","Glucose>=126",1
"609","Female","45-64","Other","HSG/GED","SBP 120-129","Normal weight","Smoke","Normal TC","Glucose>=126",1
"610","Female","45-64","Other","HSG/GED","SBP 120-129","Overweight","No smoke","High TC","Glucose>=126",1
"611","Female","45-64","Other","HSG/GED","SBP 120-129","Overweight","No smoke","Normal TC","Glucose>=126",1
"612","Female","45-64","Other","HSG/GED","SBP 120-129","Overweight","Smoke","Normal TC","Glucose>=126",1
"613","Female","45-64","Other","HSG/GED","SBP 120-129","Obese","No smoke","High TC","Glucose>=126",1
"614","Female","45-64","Other","HSG/GED","SBP 120-129","Obese","No smoke","Normal TC","Glucose>=126",4
"615","Female","45-64","Other","HSG/GED","SBP 120-129","Obese","Smoke","High TC","Glucose>=126",2
"616","Female","45-64","Other","HSG/GED","SBP 120-129","Obese","Smoke","Normal TC","Glucose>=126",2
"617","Female","45-64","Other","HSG/GED","SBP 130-139","Normal weight","No smoke","High TC","Glucose>=126",1
"618","Female","45-64","Other","HSG/GED","SBP 130-139","Normal weight","No smoke","Normal TC","Glucose>=126",2
"619","Female","45-64","Other","HSG/GED","SBP 130-139","Overweight","No smoke","High TC","Glucose>=126",3
"620","Female","45-64","Other","HSG/GED","SBP 130-139","Overweight","No smoke","Normal TC","Glucose<100",2
"621","Female","45-64","Other","HSG/GED","SBP 130-139","Overweight","No smoke","Normal TC","Glucose>=126",5
"622","Female","45-64","Other","HSG/GED","SBP 130-139","Overweight","Smoke","Normal TC","Glucose>=126",1
"623","Female","45-64","Other","HSG/GED","SBP 130-139","Obese","No smoke","High TC","Glucose 100-125",1
"624","Female","45-64","Other","HSG/GED","SBP 130-139","Obese","No smoke","High TC","Glucose>=126",3
"625","Female","45-64","Other","HSG/GED","SBP 130-139","Obese","No smoke","Normal TC","Glucose>=126",4
"626","Female","45-64","Other","HSG/GED","SBP 130-139","Obese","Smoke","Normal TC","Glucose>=126",2
"627","Female","45-64","Other","HSG/GED","SBP>=140","Normal weight","No smoke","High TC","Glucose>=126",5
"628","Female","45-64","Other","HSG/GED","SBP>=140","Normal weight","No smoke","Normal TC","Glucose<100",1
"629","Female","45-64","Other","HSG/GED","SBP>=140","Normal weight","No smoke","Normal TC","Glucose>=126",2
"630","Female","45-64","Other","HSG/GED","SBP>=140","Normal weight","Smoke","High TC","Glucose 100-125",1
"631","Female","45-64","Other","HSG/GED","SBP>=140","Normal weight","Smoke","High TC","Glucose>=126",1
"632","Female","45-64","Other","HSG/GED","SBP>=140","Overweight","No smoke","High TC","Glucose>=126",2
"633","Female","45-64","Other","HSG/GED","SBP>=140","Overweight","No smoke","Normal TC","Glucose<100",1
"634","Female","45-64","Other","HSG/GED","SBP>=140","Overweight","No smoke","Normal TC","Glucose 100-125",1
"635","Female","45-64","Other","HSG/GED","SBP>=140","Overweight","No smoke","Normal TC","Glucose>=126",5
"636","Female","45-64","Other","HSG/GED","SBP>=140","Overweight","Smoke","Normal TC","Glucose>=126",1
"637","Female","45-64","Other","HSG/GED","SBP>=140","Obese","No smoke","High TC","Glucose>=126",6
"638","Female","45-64","Other","HSG/GED","SBP>=140","Obese","No smoke","Normal TC","Glucose>=126",5
"639","Female","45-64","Other","Some college/TS","SBP<120","Normal weight","No smoke","Normal TC","Glucose>=126",1
"640","Female","45-64","Other","Some college/TS","SBP<120","Overweight","No smoke","Normal TC","Glucose<100",1
"641","Female","45-64","Other","Some college/TS","SBP<120","Overweight","No smoke","Normal TC","Glucose>=126",1
"642","Female","45-64","Other","Some college/TS","SBP<120","Obese","No smoke","High TC","Glucose>=126",1
"643","Female","45-64","Other","Some college/TS","SBP<120","Obese","No smoke","Normal TC","Glucose>=126",2
"644","Female","45-64","Other","Some college/TS","SBP 120-129","Normal weight","No smoke","High TC","Glucose>=126",2
"645","Female","45-64","Other","Some college/TS","SBP 120-129","Normal weight","No smoke","Normal TC","Glucose>=126",1
"646","Female","45-64","Other","Some college/TS","SBP 120-129","Overweight","No smoke","High TC","Glucose>=126",3
"647","Female","45-64","Other","Some college/TS","SBP 120-129","Overweight","No smoke","Normal TC","Glucose>=126",1
"648","Female","45-64","Other","Some college/TS","SBP 120-129","Overweight","Smoke","Normal TC","Glucose>=126",1
"649","Female","45-64","Other","Some college/TS","SBP 120-129","Obese","No smoke","High TC","Glucose 100-125",1
"650","Female","45-64","Other","Some college/TS","SBP 120-129","Obese","No smoke","Normal TC","Glucose>=126",1
"651","Female","45-64","Other","Some college/TS","SBP 120-129","Obese","Smoke",NA,NA,1
"652","Female","45-64","Other","Some college/TS","SBP 130-139","Normal weight","No smoke","Normal TC","Glucose>=126",2
"653","Female","45-64","Other","Some college/TS","SBP 130-139","Normal weight","Smoke","High TC","Glucose>=126",1
"654","Female","45-64","Other","Some college/TS","SBP 130-139","Overweight","No smoke","High TC","Glucose<100",1
"655","Female","45-64","Other","Some college/TS","SBP 130-139","Overweight","No smoke","High TC","Glucose 100-125",1
"656","Female","45-64","Other","Some college/TS","SBP 130-139","Overweight","No smoke","High TC","Glucose>=126",3
"657","Female","45-64","Other","Some college/TS","SBP 130-139","Overweight","No smoke","Normal TC","Glucose<100",1
"658","Female","45-64","Other","Some college/TS","SBP 130-139","Overweight","No smoke","Normal TC","Glucose>=126",1
"659","Female","45-64","Other","Some college/TS","SBP 130-139","Obese","No smoke","High TC","Glucose>=126",8
"660","Female","45-64","Other","Some college/TS","SBP 130-139","Obese","No smoke","Normal TC","Glucose>=126",4
"661","Female","45-64","Other","Some college/TS","SBP 130-139","Obese","Smoke","Normal TC","Glucose>=126",2
"662","Female","45-64","Other","Some college/TS","SBP>=140","Underweight","No smoke","High TC","Glucose>=126",1
"663","Female","45-64","Other","Some college/TS","SBP>=140","Normal weight","No smoke","High TC","Glucose<100",2
"664","Female","45-64","Other","Some college/TS","SBP>=140","Normal weight","No smoke","High TC","Glucose>=126",5
"665","Female","45-64","Other","Some college/TS","SBP>=140","Normal weight","No smoke","Normal TC","Glucose 100-125",1
"666","Female","45-64","Other","Some college/TS","SBP>=140","Normal weight","No smoke","Normal TC","Glucose>=126",3
"667","Female","45-64","Other","Some college/TS","SBP>=140","Normal weight","No smoke",NA,NA,1
"668","Female","45-64","Other","Some college/TS","SBP>=140","Normal weight","Smoke","High TC","Glucose 100-125",1
"669","Female","45-64","Other","Some college/TS","SBP>=140","Overweight","No smoke","High TC","Glucose>=126",8
"670","Female","45-64","Other","Some college/TS","SBP>=140","Overweight","No smoke","Normal TC","Glucose 100-125",1
"671","Female","45-64","Other","Some college/TS","SBP>=140","Overweight","No smoke","Normal TC","Glucose>=126",2
"672","Female","45-64","Other","Some college/TS","SBP>=140","Overweight","No smoke",NA,NA,1
"673","Female","45-64","Other","Some college/TS","SBP>=140","Obese","No smoke","High TC","Glucose 100-125",1
"674","Female","45-64","Other","Some college/TS","SBP>=140","Obese","No smoke","High TC","Glucose>=126",5
"675","Female","45-64","Other","Some college/TS","SBP>=140","Obese","No smoke","Normal TC","Glucose<100",1
"676","Female","45-64","Other","Some college/TS","SBP>=140","Obese","No smoke","Normal TC","Glucose 100-125",1
"677","Female","45-64","Other","Some college/TS","SBP>=140","Obese","No smoke","Normal TC","Glucose>=126",2
"678","Female","45-64","Other","Some college/TS","SBP>=140","Obese","No smoke",NA,NA,1
"679","Female","45-64","Other",">=College grad","SBP<120","Normal weight","No smoke","High TC","Glucose 100-125",1
"680","Female","45-64","Other",">=College grad","SBP<120","Normal weight","No smoke","High TC","Glucose>=126",1
"681","Female","45-64","Other",">=College grad","SBP<120","Normal weight","No smoke","Normal TC","Glucose>=126",3
"682","Female","45-64","Other",">=College grad","SBP<120","Normal weight","No smoke",NA,NA,1
"683","Female","45-64","Other",">=College grad","SBP<120","Normal weight","Smoke","High TC","Glucose>=126",2
"684","Female","45-64","Other",">=College grad","SBP<120","Overweight","No smoke","High TC","Glucose>=126",2
"685","Female","45-64","Other",">=College grad","SBP<120","Overweight","No smoke","Normal TC","Glucose<100",1
"686","Female","45-64","Other",">=College grad","SBP<120","Overweight","No smoke","Normal TC","Glucose>=126",2
"687","Female","45-64","Other",">=College grad","SBP<120","Overweight","Smoke","Normal TC","Glucose>=126",1
"688","Female","45-64","Other",">=College grad","SBP<120","Obese","No smoke","High TC","Glucose>=126",1
"689","Female","45-64","Other",">=College grad","SBP<120","Obese","No smoke","Normal TC","Glucose 100-125",2
"690","Female","45-64","Other",">=College grad","SBP<120","Obese","No smoke","Normal TC","Glucose>=126",2
"691","Female","45-64","Other",">=College grad","SBP<120","Obese","Smoke","High TC","Glucose>=126",1
"692","Female","45-64","Other",">=College grad","SBP 120-129","Normal weight","No smoke","High TC","Glucose>=126",2
"693","Female","45-64","Other",">=College grad","SBP 120-129","Normal weight","No smoke","Normal TC","Glucose>=126",3
"694","Female","45-64","Other",">=College grad","SBP 120-129","Overweight","No smoke","High TC","Glucose>=126",4
"695","Female","45-64","Other",">=College grad","SBP 120-129","Overweight","No smoke","Normal TC","Glucose 100-125",2
"696","Female","45-64","Other",">=College grad","SBP 120-129","Overweight","No smoke","Normal TC","Glucose>=126",2
"697","Female","45-64","Other",">=College grad","SBP 120-129","Obese","No smoke","High TC","Glucose 100-125",1
"698","Female","45-64","Other",">=College grad","SBP 120-129","Obese","No smoke","High TC","Glucose>=126",4
"699","Female","45-64","Other",">=College grad","SBP 120-129","Obese","No smoke","Normal TC","Glucose<100",1
"700","Female","45-64","Other",">=College grad","SBP 120-129","Obese","No smoke","Normal TC","Glucose>=126",6
"701","Female","45-64","Other",">=College grad","SBP 130-139","Normal weight","No smoke","High TC","Glucose<100",1
"702","Female","45-64","Other",">=College grad","SBP 130-139","Normal weight","No smoke","High TC","Glucose 100-125",1
"703","Female","45-64","Other",">=College grad","SBP 130-139","Normal weight","No smoke","High TC","Glucose>=126",3
"704","Female","45-64","Other",">=College grad","SBP 130-139","Normal weight","No smoke","Normal TC","Glucose>=126",1
"705","Female","45-64","Other",">=College grad","SBP 130-139","Overweight","No smoke","High TC","Glucose 100-125",1
"706","Female","45-64","Other",">=College grad","SBP 130-139","Overweight","No smoke","High TC","Glucose>=126",5
"707","Female","45-64","Other",">=College grad","SBP 130-139","Overweight","No smoke","Normal TC","Glucose 100-125",1
"708","Female","45-64","Other",">=College grad","SBP 130-139","Overweight","No smoke","Normal TC","Glucose>=126",1
"709","Female","45-64","Other",">=College grad","SBP 130-139","Obese","No smoke","High TC","Glucose 100-125",1
"710","Female","45-64","Other",">=College grad","SBP 130-139","Obese","No smoke","High TC","Glucose>=126",2
"711","Female","45-64","Other",">=College grad","SBP 130-139","Obese","No smoke","Normal TC","Glucose 100-125",1
"712","Female","45-64","Other",">=College grad","SBP 130-139","Obese","No smoke","Normal TC","Glucose>=126",5
"713","Female","45-64","Other",">=College grad","SBP>=140","Normal weight","No smoke","High TC","Glucose 100-125",1
"714","Female","45-64","Other",">=College grad","SBP>=140","Normal weight","No smoke","High TC","Glucose>=126",6
"715","Female","45-64","Other",">=College grad","SBP>=140","Normal weight","No smoke","Normal TC","Glucose<100",1
"716","Female","45-64","Other",">=College grad","SBP>=140","Normal weight","No smoke","Normal TC","Glucose>=126",3
"717","Female","45-64","Other",">=College grad","SBP>=140","Overweight","No smoke","High TC","Glucose 100-125",1
"718","Female","45-64","Other",">=College grad","SBP>=140","Overweight","No smoke","High TC","Glucose>=126",5
"719","Female","45-64","Other",">=College grad","SBP>=140","Overweight","No smoke","Normal TC","Glucose>=126",6
"720","Female","45-64","Other",">=College grad","SBP>=140","Obese","No smoke","Normal TC","Glucose<100",2
"721","Female","45-64","Other",">=College grad","SBP>=140","Obese","No smoke","Normal TC","Glucose 100-125",3
"722","Female","45-64","Other",">=College grad","SBP>=140","Obese","No smoke","Normal TC","Glucose>=126",7
"723","Female","64+","NH White","<HSG","SBP<120","Normal weight","No smoke","High TC","Glucose>=126",1
"724","Female","64+","NH White","<HSG","SBP<120","Overweight","No smoke","Normal TC","Glucose>=126",2
"725","Female","64+","NH White","<HSG","SBP<120","Overweight","Smoke","Normal TC","Glucose>=126",1
"726","Female","64+","NH White","<HSG","SBP<120","Obese","No smoke","High TC","Glucose>=126",1
"727","Female","64+","NH White","<HSG","SBP<120","Obese","No smoke","Normal TC","Glucose 100-125",1
"728","Female","64+","NH White","<HSG","SBP<120","Obese","No smoke","Normal TC","Glucose>=126",2
"729","Female","64+","NH White","<HSG","SBP 120-129","Normal weight","No smoke","Normal TC","Glucose>=126",1
"730","Female","64+","NH White","<HSG","SBP 120-129","Normal weight","Smoke","High TC","Glucose>=126",1
"731","Female","64+","NH White","<HSG","SBP 120-129","Overweight","No smoke","High TC","Glucose 100-125",1
"732","Female","64+","NH White","<HSG","SBP 120-129","Overweight","No smoke","High TC","Glucose>=126",2
"733","Female","64+","NH White","<HSG","SBP 120-129","Overweight","No smoke","Normal TC","Glucose>=126",2
"734","Female","64+","NH White","<HSG","SBP 120-129","Obese","No smoke","High TC","Glucose 100-125",1
"735","Female","64+","NH White","<HSG","SBP 120-129","Obese","No smoke","High TC","Glucose>=126",4
"736","Female","64+","NH White","<HSG","SBP 120-129","Obese","No smoke","Normal TC","Glucose 100-125",1
"737","Female","64+","NH White","<HSG","SBP 120-129","Obese","No smoke","Normal TC","Glucose>=126",4
"738","Female","64+","NH White","<HSG","SBP 120-129","Obese","Smoke","High TC","Glucose>=126",1
"739","Female","64+","NH White","<HSG","SBP 130-139","Normal weight","No smoke","High TC","Glucose>=126",2
"740","Female","64+","NH White","<HSG","SBP 130-139","Normal weight","No smoke","Normal TC","Glucose>=126",1
"741","Female","64+","NH White","<HSG","SBP 130-139","Overweight","No smoke","High TC","Glucose>=126",2
"742","Female","64+","NH White","<HSG","SBP 130-139","Overweight","No smoke","Normal TC","Glucose>=126",3
"743","Female","64+","NH White","<HSG","SBP 130-139","Obese","No smoke","High TC","Glucose<100",1
"744","Female","64+","NH White","<HSG","SBP 130-139","Obese","No smoke","High TC","Glucose>=126",2
"745","Female","64+","NH White","<HSG","SBP 130-139","Obese","No smoke","Normal TC","Glucose 100-125",1
"746","Female","64+","NH White","<HSG","SBP 130-139","Obese","No smoke","Normal TC","Glucose>=126",4
"747","Female","64+","NH White","<HSG","SBP>=140","Normal weight","No smoke","High TC","Glucose<100",1
"748","Female","64+","NH White","<HSG","SBP>=140","Normal weight","No smoke","High TC","Glucose>=126",2
"749","Female","64+","NH White","<HSG","SBP>=140","Normal weight","No smoke","Normal TC","Glucose>=126",1
"750","Female","64+","NH White","<HSG","SBP>=140","Normal weight","Smoke","High TC","Glucose>=126",1
"751","Female","64+","NH White","<HSG","SBP>=140","Overweight","No smoke","High TC","Glucose<100",1
"752","Female","64+","NH White","<HSG","SBP>=140","Overweight","No smoke","High TC","Glucose 100-125",1
"753","Female","64+","NH White","<HSG","SBP>=140","Overweight","No smoke","High TC","Glucose>=126",2
"754","Female","64+","NH White","<HSG","SBP>=140","Overweight","No smoke","Normal TC","Glucose 100-125",2
"755","Female","64+","NH White","<HSG","SBP>=140","Overweight","No smoke","Normal TC","Glucose>=126",4
"756","Female","64+","NH White","<HSG","SBP>=140","Overweight","Smoke","High TC","Glucose>=126",1
"757","Female","64+","NH White","<HSG","SBP>=140","Obese","No smoke","High TC","Glucose<100",1
"758","Female","64+","NH White","<HSG","SBP>=140","Obese","No smoke","High TC","Glucose>=126",7
"759","Female","64+","NH White","<HSG","SBP>=140","Obese","No smoke","Normal TC","Glucose 100-125",1
"760","Female","64+","NH White","<HSG","SBP>=140","Obese","No smoke","Normal TC","Glucose>=126",14
"761","Female","64+","NH White","HSG/GED","SBP<120","Normal weight","No smoke","High TC","Glucose>=126",1
"762","Female","64+","NH White","HSG/GED","SBP<120","Normal weight","No smoke","Normal TC","Glucose>=126",2
"763","Female","64+","NH White","HSG/GED","SBP<120","Overweight","No smoke","High TC","Glucose 100-125",1
"764","Female","64+","NH White","HSG/GED","SBP<120","Overweight","No smoke","High TC","Glucose>=126",4
"765","Female","64+","NH White","HSG/GED","SBP<120","Overweight","No smoke","Normal TC","Glucose<100",1
"766","Female","64+","NH White","HSG/GED","SBP<120","Overweight","No smoke","Normal TC","Glucose>=126",3
"767","Female","64+","NH White","HSG/GED","SBP<120","Overweight","Smoke","Normal TC","Glucose>=126",3
"768","Female","64+","NH White","HSG/GED","SBP<120","Obese","No smoke","High TC","Glucose<100",2
"769","Female","64+","NH White","HSG/GED","SBP<120","Obese","No smoke","High TC","Glucose 100-125",1
"770","Female","64+","NH White","HSG/GED","SBP<120","Obese","No smoke","High TC","Glucose>=126",8
"771","Female","64+","NH White","HSG/GED","SBP<120","Obese","No smoke","Normal TC","Glucose<100",5
"772","Female","64+","NH White","HSG/GED","SBP<120","Obese","No smoke","Normal TC","Glucose 100-125",1
"773","Female","64+","NH White","HSG/GED","SBP<120","Obese","No smoke","Normal TC","Glucose>=126",12
"774","Female","64+","NH White","HSG/GED","SBP<120","Obese","Smoke","High TC","Glucose>=126",1
"775","Female","64+","NH White","HSG/GED","SBP<120","Obese","Smoke","Normal TC","Glucose>=126",2
"776","Female","64+","NH White","HSG/GED","SBP 120-129","Normal weight","No smoke","Normal TC","Glucose>=126",3
"777","Female","64+","NH White","HSG/GED","SBP 120-129","Overweight","No smoke","High TC","Glucose>=126",2
"778","Female","64+","NH White","HSG/GED","SBP 120-129","Overweight","No smoke","Normal TC","Glucose 100-125",2
"779","Female","64+","NH White","HSG/GED","SBP 120-129","Overweight","No smoke","Normal TC","Glucose>=126",3
"780","Female","64+","NH White","HSG/GED","SBP 120-129","Obese","No smoke","High TC","Glucose<100",1
"781","Female","64+","NH White","HSG/GED","SBP 120-129","Obese","No smoke","High TC","Glucose>=126",10
"782","Female","64+","NH White","HSG/GED","SBP 120-129","Obese","No smoke","Normal TC","Glucose 100-125",3
"783","Female","64+","NH White","HSG/GED","SBP 120-129","Obese","No smoke","Normal TC","Glucose>=126",15
"784","Female","64+","NH White","HSG/GED","SBP 120-129","Obese","No smoke",NA,"Glucose>=126",1
"785","Female","64+","NH White","HSG/GED","SBP 120-129","Obese","Smoke","Normal TC","Glucose>=126",2
"786","Female","64+","NH White","HSG/GED","SBP 130-139","Normal weight","No smoke","High TC","Glucose 100-125",2
"787","Female","64+","NH White","HSG/GED","SBP 130-139","Normal weight","No smoke","Normal TC","Glucose>=126",1
"788","Female","64+","NH White","HSG/GED","SBP 130-139","Overweight","No smoke","High TC","Glucose>=126",4
"789","Female","64+","NH White","HSG/GED","SBP 130-139","Overweight","No smoke","Normal TC","Glucose<100",1
"790","Female","64+","NH White","HSG/GED","SBP 130-139","Overweight","No smoke","Normal TC","Glucose 100-125",1
"791","Female","64+","NH White","HSG/GED","SBP 130-139","Overweight","No smoke","Normal TC","Glucose>=126",11
"792","Female","64+","NH White","HSG/GED","SBP 130-139","Overweight","Smoke","High TC","Glucose>=126",1
"793","Female","64+","NH White","HSG/GED","SBP 130-139","Obese","No smoke","High TC","Glucose 100-125",2
"794","Female","64+","NH White","HSG/GED","SBP 130-139","Obese","No smoke","High TC","Glucose>=126",6
"795","Female","64+","NH White","HSG/GED","SBP 130-139","Obese","No smoke","Normal TC","Glucose>=126",18
"796","Female","64+","NH White","HSG/GED","SBP 130-139","Obese","Smoke","High TC","Glucose>=126",1
"797","Female","64+","NH White","HSG/GED","SBP 130-139","Obese","Smoke","Normal TC","Glucose 100-125",2
"798","Female","64+","NH White","HSG/GED","SBP 130-139","Obese","Smoke","Normal TC","Glucose>=126",1
"799","Female","64+","NH White","HSG/GED","SBP>=140","Normal weight","No smoke","High TC","Glucose>=126",3
"800","Female","64+","NH White","HSG/GED","SBP>=140","Normal weight","No smoke","Normal TC","Glucose<100",1
"801","Female","64+","NH White","HSG/GED","SBP>=140","Normal weight","No smoke","Normal TC","Glucose 100-125",2
"802","Female","64+","NH White","HSG/GED","SBP>=140","Normal weight","No smoke","Normal TC","Glucose>=126",5
"803","Female","64+","NH White","HSG/GED","SBP>=140","Normal weight","Smoke","Normal TC","Glucose>=126",1
"804","Female","64+","NH White","HSG/GED","SBP>=140","Overweight","No smoke","High TC","Glucose 100-125",3
"805","Female","64+","NH White","HSG/GED","SBP>=140","Overweight","No smoke","High TC","Glucose>=126",8
"806","Female","64+","NH White","HSG/GED","SBP>=140","Overweight","No smoke","Normal TC","Glucose 100-125",3
"807","Female","64+","NH White","HSG/GED","SBP>=140","Overweight","No smoke","Normal TC","Glucose>=126",14
"808","Female","64+","NH White","HSG/GED","SBP>=140","Overweight","Smoke","Normal TC","Glucose>=126",2
"809","Female","64+","NH White","HSG/GED","SBP>=140","Obese","No smoke","High TC","Glucose 100-125",1
"810","Female","64+","NH White","HSG/GED","SBP>=140","Obese","No smoke","High TC","Glucose>=126",27
"811","Female","64+","NH White","HSG/GED","SBP>=140","Obese","No smoke","Normal TC","Glucose<100",2
"812","Female","64+","NH White","HSG/GED","SBP>=140","Obese","No smoke","Normal TC","Glucose 100-125",6
"813","Female","64+","NH White","HSG/GED","SBP>=140","Obese","No smoke","Normal TC","Glucose>=126",30
"814","Female","64+","NH White","HSG/GED","SBP>=140","Obese","Smoke","High TC","Glucose>=126",1
"815","Female","64+","NH White","HSG/GED","SBP>=140","Obese","Smoke","Normal TC","Glucose 100-125",1
"816","Female","64+","NH White","HSG/GED","SBP>=140","Obese","Smoke","Normal TC","Glucose>=126",2
"817","Female","64+","NH White","Some college/TS","SBP<120","Normal weight","No smoke","Normal TC","Glucose>=126",2
"818","Female","64+","NH White","Some college/TS","SBP<120","Overweight","No smoke","High TC","Glucose>=126",2
