"","Gender_D","Age_D","Race_or_Ethnicity_D","Education_D","SBP_R","BMI_R","Smoker_R","TC_L","FPG_L","user_n"
"521","Female","59+","NH White",NA,"SBP>=140","Overweight","No smoke","High TC",NA,1
"522","Female","59+","NH White",NA,"SBP>=140",NA,"No smoke","Normal TC",NA,1
"523","Female","59+","NH Black","<HSG","SBP 130-139","Normal weight","No smoke",NA,"Glucose 100-125",1
"524","Female","59+","NH Black","<HSG","SBP 130-139","Normal weight","Smoke","High TC","Glucose<100",1
"525","Female","59+","NH Black","<HSG","SBP 130-139","Normal weight","Smoke","High TC","Glucose 100-125",1
"526","Female","59+","NH Black","<HSG","SBP 130-139","Obese","No smoke","High TC","Glucose<100",1
"527","Female","59+","NH Black","<HSG","SBP 130-139","Obese","No smoke",NA,"Glucose 100-125",1
"528","Female","59+","NH Black","<HSG","SBP 130-139",NA,"No smoke","Normal TC","Glucose<100",1
"529","Female","59+","NH Black","<HSG","SBP 130-139",NA,"No smoke","Normal TC","Glucose>=126",1
"530","Female","59+","NH Black","<HSG","SBP>=140","Normal weight","No smoke","High TC","Glucose 100-125",1
"531","Female","59+","NH Black","<HSG","SBP>=140","Normal weight","No smoke",NA,"Glucose<100",1
"532","Female","59+","NH Black","<HSG","SBP>=140","Overweight","No smoke",NA,"Glucose<100",1
"533","Female","59+","NH Black","<HSG","SBP>=140","Overweight","Smoke","High TC","Glucose 100-125",1
"534","Female","59+","NH Black","<HSG","SBP>=140","Overweight","Smoke","Normal TC","Glucose<100",1
"535","Female","59+","NH Black","<HSG","SBP>=140","Obese","No smoke","High TC","Glucose 100-125",1
"536","Female","59+","NH Black","<HSG","SBP>=140","Obese","No smoke","High TC",NA,1
"537","Female","59+","NH Black","<HSG","SBP>=140","Obese","No smoke","Normal TC","Glucose<100",1
"538","Female","59+","NH Black","<HSG","SBP>=140","Obese","No smoke","Normal TC","Glucose 100-125",3
"539","Female","59+","NH Black","<HSG","SBP>=140","Obese","Smoke","Normal TC","Glucose<100",1
"540","Female","59+","NH Black","<HSG","SBP>=140",NA,"No smoke","High TC","Glucose<100",2
"541","Female","59+","NH Black","<HSG","SBP>=140",NA,"No smoke","Normal TC","Glucose<100",4
"542","Female","59+","NH Black","<HSG","SBP>=140",NA,"No smoke","Normal TC","Glucose 100-125",3
"543","Female","59+","NH Black","<HSG","SBP>=140",NA,"No smoke","Normal TC",NA,1
"544","Female","59+","NH Black","<HSG","SBP>=140",NA,"No smoke",NA,NA,1
"545","Female","59+","NH Black","HSG/GED","SBP 130-139","Normal weight","No smoke","High TC","Glucose 100-125",1
"546","Female","59+","NH Black","HSG/GED","SBP 130-139","Normal weight","No smoke","Normal TC","Glucose<100",2
"547","Female","59+","NH Black","HSG/GED","SBP 130-139","Normal weight","Smoke","High TC","Glucose>=126",1
"548","Female","59+","NH Black","HSG/GED","SBP 130-139","Overweight","No smoke","High TC","Glucose<100",1
"549","Female","59+","NH Black","HSG/GED","SBP 130-139","Overweight","No smoke","Normal TC","Glucose<100",1
"550","Female","59+","NH Black","HSG/GED","SBP 130-139","Overweight","No smoke","Normal TC","Glucose 100-125",2
"551","Female","59+","NH Black","HSG/GED","SBP 130-139","Overweight","No smoke","Normal TC","Glucose>=126",1
"552","Female","59+","NH Black","HSG/GED","SBP 130-139","Overweight","No smoke",NA,"Glucose<100",1
"553","Female","59+","NH Black","HSG/GED","SBP 130-139","Overweight","Smoke","High TC","Glucose<100",1
"554","Female","59+","NH Black","HSG/GED","SBP 130-139","Overweight","Smoke","Normal TC","Glucose<100",1
"555","Female","59+","NH Black","HSG/GED","SBP 130-139","Overweight","Smoke","Normal TC","Glucose 100-125",1
"556","Female","59+","NH Black","HSG/GED","SBP 130-139","Obese","No smoke","High TC","Glucose<100",7
"557","Female","59+","NH Black","HSG/GED","SBP 130-139","Obese","No smoke","High TC","Glucose 100-125",1
"558","Female","59+","NH Black","HSG/GED","SBP 130-139","Obese","No smoke","High TC","Glucose>=126",1
"559","Female","59+","NH Black","HSG/GED","SBP 130-139","Obese","No smoke","High TC",NA,2
"560","Female","59+","NH Black","HSG/GED","SBP 130-139","Obese","No smoke","Normal TC","Glucose<100",2
"561","Female","59+","NH Black","HSG/GED","SBP 130-139","Obese","No smoke","Normal TC","Glucose 100-125",3
"562","Female","59+","NH Black","HSG/GED","SBP 130-139","Obese","No smoke","Normal TC",NA,2
"563","Female","59+","NH Black","HSG/GED","SBP 130-139","Obese","No smoke",NA,"Glucose<100",1
"564","Female","59+","NH Black","HSG/GED","SBP 130-139","Obese","No smoke",NA,"Glucose 100-125",1
"565","Female","59+","NH Black","HSG/GED","SBP 130-139","Obese","Smoke","Normal TC","Glucose<100",1
"566","Female","59+","NH Black","HSG/GED","SBP 130-139","Obese","Smoke","Normal TC","Glucose 100-125",1
"567","Female","59+","NH Black","HSG/GED","SBP 130-139",NA,"No smoke","High TC","Glucose<100",2
"568","Female","59+","NH Black","HSG/GED","SBP 130-139",NA,"No smoke","High TC","Glucose 100-125",2
"569","Female","59+","NH Black","HSG/GED","SBP 130-139",NA,"No smoke","High TC",NA,1
"570","Female","59+","NH Black","HSG/GED","SBP 130-139",NA,"No smoke","Normal TC","Glucose<100",6
"571","Female","59+","NH Black","HSG/GED","SBP 130-139",NA,"No smoke","Normal TC","Glucose 100-125",3
"572","Female","59+","NH Black","HSG/GED","SBP 130-139",NA,"No smoke","Normal TC",NA,1
"573","Female","59+","NH Black","HSG/GED","SBP>=140","Underweight","Smoke","High TC","Glucose<100",1
"574","Female","59+","NH Black","HSG/GED","SBP>=140","Underweight","Smoke","Normal TC","Glucose 100-125",1
"575","Female","59+","NH Black","HSG/GED","SBP>=140","Normal weight","No smoke","High TC","Glucose<100",4
"576","Female","59+","NH Black","HSG/GED","SBP>=140","Normal weight","No smoke","High TC","Glucose 100-125",1
"577","Female","59+","NH Black","HSG/GED","SBP>=140","Normal weight","No smoke","Normal TC","Glucose<100",3
"578","Female","59+","NH Black","HSG/GED","SBP>=140","Normal weight","No smoke","Normal TC","Glucose 100-125",1
"579","Female","59+","NH Black","HSG/GED","SBP>=140","Normal weight","Smoke","High TC","Glucose 100-125",1
"580","Female","59+","NH Black","HSG/GED","SBP>=140","Normal weight","Smoke","High TC",NA,1
"581","Female","59+","NH Black","HSG/GED","SBP>=140","Overweight","No smoke","High TC","Glucose<100",9
"582","Female","59+","NH Black","HSG/GED","SBP>=140","Overweight","No smoke","High TC","Glucose 100-125",3
"583","Female","59+","NH Black","HSG/GED","SBP>=140","Overweight","No smoke","Normal TC","Glucose<100",3
"584","Female","59+","NH Black","HSG/GED","SBP>=140","Overweight","No smoke","Normal TC","Glucose 100-125",4
"585","Female","59+","NH Black","HSG/GED","SBP>=140","Overweight","No smoke","Normal TC",NA,1
"586","Female","59+","NH Black","HSG/GED","SBP>=140","Overweight","Smoke","High TC","Glucose<100",2
"587","Female","59+","NH Black","HSG/GED","SBP>=140","Overweight","Smoke","Normal TC","Glucose<100",3
"588","Female","59+","NH Black","HSG/GED","SBP>=140","Overweight","Smoke","Normal TC","Glucose>=126",1
"589","Female","59+","NH Black","HSG/GED","SBP>=140","Obese","No smoke","High TC","Glucose<100",11
"590","Female","59+","NH Black","HSG/GED","SBP>=140","Obese","No smoke","High TC","Glucose 100-125",4
"591","Female","59+","NH Black","HSG/GED","SBP>=140","Obese","No smoke","High TC",NA,1
"592","Female","59+","NH Black","HSG/GED","SBP>=140","Obese","No smoke","Normal TC","Glucose<100",10
"593","Female","59+","NH Black","HSG/GED","SBP>=140","Obese","No smoke","Normal TC","Glucose 100-125",6
"594","Female","59+","NH Black","HSG/GED","SBP>=140","Obese","No smoke","Normal TC",NA,1
"595","Female","59+","NH Black","HSG/GED","SBP>=140","Obese","No smoke",NA,NA,1
"596","Female","59+","NH Black","HSG/GED","SBP>=140","Obese","Smoke","High TC","Glucose<100",2
"597","Female","59+","NH Black","HSG/GED","SBP>=140","Obese","Smoke","High TC","Glucose>=126",1
"598","Female","59+","NH Black","HSG/GED","SBP>=140","Obese","Smoke","Normal TC","Glucose<100",4
"599","Female","59+","NH Black","HSG/GED","SBP>=140","Obese","Smoke","Normal TC","Glucose 100-125",1
"600","Female","59+","NH Black","HSG/GED","SBP>=140",NA,"No smoke","High TC","Glucose<100",7
"601","Female","59+","NH Black","HSG/GED","SBP>=140",NA,"No smoke","High TC","Glucose 100-125",2
"602","Female","59+","NH Black","HSG/GED","SBP>=140",NA,"No smoke","High TC",NA,1
"603","Female","59+","NH Black","HSG/GED","SBP>=140",NA,"No smoke","Normal TC","Glucose<100",11
"604","Female","59+","NH Black","HSG/GED","SBP>=140",NA,"No smoke","Normal TC","Glucose 100-125",1
"605","Female","59+","NH Black","HSG/GED","SBP>=140",NA,"No smoke","Normal TC","Glucose>=126",1
"606","Female","59+","NH Black","HSG/GED","SBP>=140",NA,"No smoke","Normal TC",NA,1
"607","Female","59+","NH Black","HSG/GED","SBP>=140",NA,"No smoke",NA,"Glucose<100",2
"608","Female","59+","NH Black","HSG/GED","SBP>=140",NA,"No smoke",NA,"Glucose 100-125",1
"609","Female","59+","NH Black","HSG/GED","SBP>=140",NA,"Smoke","Normal TC","Glucose 100-125",1
"610","Female","59+","NH Black","Some college/TS","SBP 130-139","Normal weight","No smoke","High TC","Glucose<100",4
"611","Female","59+","NH Black","Some college/TS","SBP 130-139","Normal weight","No smoke","High TC","Glucose 100-125",1
"612","Female","59+","NH Black","Some college/TS","SBP 130-139","Normal weight","No smoke","High TC",NA,1
"613","Female","59+","NH Black","Some college/TS","SBP 130-139","Normal weight","No smoke","Normal TC","Glucose<100",1
"614","Female","59+","NH Black","Some college/TS","SBP 130-139","Normal weight","Smoke","High TC","Glucose<100",4
"615","Female","59+","NH Black","Some college/TS","SBP 130-139","Normal weight","Smoke","Normal TC","Glucose<100",1
"616","Female","59+","NH Black","Some college/TS","SBP 130-139","Overweight","No smoke","High TC","Glucose<100",5
"617","Female","59+","NH Black","Some college/TS","SBP 130-139","Overweight","No smoke","High TC","Glucose 100-125",4
"618","Female","59+","NH Black","Some college/TS","SBP 130-139","Overweight","No smoke","Normal TC","Glucose<100",2
"619","Female","59+","NH Black","Some college/TS","SBP 130-139","Overweight","No smoke","Normal TC","Glucose 100-125",2
"620","Female","59+","NH Black","Some college/TS","SBP 130-139","Overweight","No smoke","Normal TC",NA,2
"621","Female","59+","NH Black","Some college/TS","SBP 130-139","Overweight","Smoke","High TC","Glucose<100",1
"622","Female","59+","NH Black","Some college/TS","SBP 130-139","Overweight","Smoke","Normal TC","Glucose<100",2
"623","Female","59+","NH Black","Some college/TS","SBP 130-139","Obese","No smoke","High TC","Glucose<100",18
"624","Female","59+","NH Black","Some college/TS","SBP 130-139","Obese","No smoke","High TC","Glucose 100-125",6
"625","Female","59+","NH Black","Some college/TS","SBP 130-139","Obese","No smoke","High TC","Glucose>=126",2
"626","Female","59+","NH Black","Some college/TS","SBP 130-139","Obese","No smoke","High TC",NA,3
"627","Female","59+","NH Black","Some college/TS","SBP 130-139","Obese","No smoke","Normal TC","Glucose<100",22
"628","Female","59+","NH Black","Some college/TS","SBP 130-139","Obese","No smoke","Normal TC","Glucose 100-125",6
"629","Female","59+","NH Black","Some college/TS","SBP 130-139","Obese","No smoke","Normal TC","Glucose>=126",1
"630","Female","59+","NH Black","Some college/TS","SBP 130-139","Obese","No smoke","Normal TC",NA,4
"631","Female","59+","NH Black","Some college/TS","SBP 130-139","Obese","No smoke",NA,NA,1
"632","Female","59+","NH Black","Some college/TS","SBP 130-139","Obese","Smoke","High TC","Glucose<100",5
"633","Female","59+","NH Black","Some college/TS","SBP 130-139","Obese","Smoke","High TC","Glucose 100-125",1
"634","Female","59+","NH Black","Some college/TS","SBP 130-139","Obese","Smoke","Normal TC","Glucose<100",5
"635","Female","59+","NH Black","Some college/TS","SBP 130-139","Obese","Smoke","Normal TC","Glucose 100-125",3
"636","Female","59+","NH Black","Some college/TS","SBP 130-139","Obese","Smoke","Normal TC","Glucose>=126",1
"637","Female","59+","NH Black","Some college/TS","SBP 130-139",NA,"No smoke","High TC","Glucose<100",11
"638","Female","59+","NH Black","Some college/TS","SBP 130-139",NA,"No smoke","High TC","Glucose 100-125",4
"639","Female","59+","NH Black","Some college/TS","SBP 130-139",NA,"No smoke","High TC","Glucose>=126",2
"640","Female","59+","NH Black","Some college/TS","SBP 130-139",NA,"No smoke","High TC",NA,1
"641","Female","59+","NH Black","Some college/TS","SBP 130-139",NA,"No smoke","Normal TC","Glucose<100",21
"642","Female","59+","NH Black","Some college/TS","SBP 130-139",NA,"No smoke","Normal TC","Glucose 100-125",7
"643","Female","59+","NH Black","Some college/TS","SBP 130-139",NA,"No smoke","Normal TC",NA,2
"644","Female","59+","NH Black","Some college/TS","SBP 130-139",NA,"No smoke",NA,"Glucose<100",5
"645","Female","59+","NH Black","Some college/TS","SBP 130-139",NA,"No smoke",NA,"Glucose 100-125",1
"646","Female","59+","NH Black","Some college/TS","SBP 130-139",NA,"Smoke","High TC","Glucose 100-125",1
"647","Female","59+","NH Black","Some college/TS","SBP 130-139",NA,"Smoke","Normal TC","Glucose<100",2
"648","Female","59+","NH Black","Some college/TS","SBP 130-139",NA,"Smoke",NA,"Glucose>=126",1
"649","Female","59+","NH Black","Some college/TS","SBP>=140","Underweight","No smoke","High TC","Glucose<100",1
"650","Female","59+","NH Black","Some college/TS","SBP>=140","Underweight","Smoke","Normal TC","Glucose<100",1
"651","Female","59+","NH Black","Some college/TS","SBP>=140","Normal weight","No smoke","High TC","Glucose<100",4
"652","Female","59+","NH Black","Some college/TS","SBP>=140","Normal weight","No smoke","High TC","Glucose 100-125",7
"653","Female","59+","NH Black","Some college/TS","SBP>=140","Normal weight","No smoke","High TC",NA,1
"654","Female","59+","NH Black","Some college/TS","SBP>=140","Normal weight","No smoke","Normal TC","Glucose<100",5
"655","Female","59+","NH Black","Some college/TS","SBP>=140","Normal weight","No smoke","Normal TC","Glucose 100-125",2
"656","Female","59+","NH Black","Some college/TS","SBP>=140","Normal weight","No smoke","Normal TC",NA,3
"657","Female","59+","NH Black","Some college/TS","SBP>=140","Normal weight","No smoke",NA,"Glucose<100",1
"658","Female","59+","NH Black","Some college/TS","SBP>=140","Normal weight","Smoke","High TC","Glucose<100",3
"659","Female","59+","NH Black","Some college/TS","SBP>=140","Normal weight","Smoke","High TC","Glucose 100-125",1
"660","Female","59+","NH Black","Some college/TS","SBP>=140","Normal weight","Smoke","High TC","Glucose>=126",1
"661","Female","59+","NH Black","Some college/TS","SBP>=140","Normal weight","Smoke","Normal TC","Glucose<100",4
"662","Female","59+","NH Black","Some college/TS","SBP>=140","Normal weight","Smoke","Normal TC",NA,1
"663","Female","59+","NH Black","Some college/TS","SBP>=140","Overweight","No smoke","High TC","Glucose<100",15
"664","Female","59+","NH Black","Some college/TS","SBP>=140","Overweight","No smoke","High TC","Glucose 100-125",10
"665","Female","59+","NH Black","Some college/TS","SBP>=140","Overweight","No smoke","Normal TC","Glucose<100",10
"666","Female","59+","NH Black","Some college/TS","SBP>=140","Overweight","No smoke","Normal TC","Glucose 100-125",6
"667","Female","59+","NH Black","Some college/TS","SBP>=140","Overweight","No smoke","Normal TC",NA,1
"668","Female","59+","NH Black","Some college/TS","SBP>=140","Overweight","No smoke",NA,"Glucose<100",1
"669","Female","59+","NH Black","Some college/TS","SBP>=140","Overweight","Smoke","High TC","Glucose<100",4
"670","Female","59+","NH Black","Some college/TS","SBP>=140","Overweight","Smoke","High TC","Glucose 100-125",1
"671","Female","59+","NH Black","Some college/TS","SBP>=140","Overweight","Smoke","High TC",NA,1
"672","Female","59+","NH Black","Some college/TS","SBP>=140","Overweight","Smoke","Normal TC","Glucose<100",1
"673","Female","59+","NH Black","Some college/TS","SBP>=140","Obese","No smoke","High TC","Glucose<100",46
"674","Female","59+","NH Black","Some college/TS","SBP>=140","Obese","No smoke","High TC","Glucose 100-125",20
"675","Female","59+","NH Black","Some college/TS","SBP>=140","Obese","No smoke","High TC","Glucose>=126",4
"676","Female","59+","NH Black","Some college/TS","SBP>=140","Obese","No smoke","High TC",NA,5
"677","Female","59+","NH Black","Some college/TS","SBP>=140","Obese","No smoke","Normal TC","Glucose<100",31
"678","Female","59+","NH Black","Some college/TS","SBP>=140","Obese","No smoke","Normal TC","Glucose 100-125",17
"679","Female","59+","NH Black","Some college/TS","SBP>=140","Obese","No smoke","Normal TC","Glucose>=126",2
"680","Female","59+","NH Black","Some college/TS","SBP>=140","Obese","No smoke","Normal TC",NA,8
"681","Female","59+","NH Black","Some college/TS","SBP>=140","Obese","No smoke",NA,"Glucose<100",2
"682","Female","59+","NH Black","Some college/TS","SBP>=140","Obese","No smoke",NA,"Glucose 100-125",2
"683","Female","59+","NH Black","Some college/TS","SBP>=140","Obese","Smoke","High TC","Glucose<100",3
"684","Female","59+","NH Black","Some college/TS","SBP>=140","Obese","Smoke","High TC","Glucose 100-125",1
"685","Female","59+","NH Black","Some college/TS","SBP>=140","Obese","Smoke","High TC","Glucose>=126",1
"686","Female","59+","NH Black","Some college/TS","SBP>=140","Obese","Smoke","High TC",NA,2
"687","Female","59+","NH Black","Some college/TS","SBP>=140","Obese","Smoke","Normal TC","Glucose<100",2
"688","Female","59+","NH Black","Some college/TS","SBP>=140","Obese","Smoke","Normal TC","Glucose 100-125",4
"689","Female","59+","NH Black","Some college/TS","SBP>=140",NA,"No smoke","High TC","Glucose<100",17
"690","Female","59+","NH Black","Some college/TS","SBP>=140",NA,"No smoke","High TC","Glucose 100-125",7
"691","Female","59+","NH Black","Some college/TS","SBP>=140",NA,"No smoke","High TC","Glucose>=126",1
"692","Female","59+","NH Black","Some college/TS","SBP>=140",NA,"No smoke","High TC",NA,2
"693","Female","59+","NH Black","Some college/TS","SBP>=140",NA,"No smoke","Normal TC","Glucose<100",24
"694","Female","59+","NH Black","Some college/TS","SBP>=140",NA,"No smoke","Normal TC","Glucose 100-125",11
"695","Female","59+","NH Black","Some college/TS","SBP>=140",NA,"No smoke","Normal TC","Glucose>=126",1
"696","Female","59+","NH Black","Some college/TS","SBP>=140",NA,"No smoke","Normal TC",NA,2
"697","Female","59+","NH Black","Some college/TS","SBP>=140",NA,"No smoke",NA,"Glucose<100",9
"698","Female","59+","NH Black","Some college/TS","SBP>=140",NA,"No smoke",NA,"Glucose 100-125",1
"699","Female","59+","NH Black","Some college/TS","SBP>=140",NA,"No smoke",NA,NA,1
"700","Female","59+","NH Black","Some college/TS","SBP>=140",NA,"Smoke","High TC","Glucose<100",1
"701","Female","59+","NH Black","Some college/TS","SBP>=140",NA,"Smoke","Normal TC","Glucose<100",3
"702","Female","59+","NH Black","Some college/TS","SBP>=140",NA,"Smoke","Normal TC",NA,1
"703","Female","59+","NH Black",">=College grad","SBP 130-139","Normal weight","No smoke","High TC","Glucose<100",1
"704","Female","59+","NH Black",">=College grad","SBP 130-139","Normal weight","No smoke","High TC","Glucose 100-125",1
"705","Female","59+","NH Black",">=College grad","SBP 130-139","Normal weight","No smoke","Normal TC","Glucose 100-125",1
"706","Female","59+","NH Black",">=College grad","SBP 130-139","Normal weight","No smoke","Normal TC","Glucose>=126",1
"707","Female","59+","NH Black",">=College grad","SBP 130-139","Normal weight","No smoke",NA,"Glucose<100",1
"708","Female","59+","NH Black",">=College grad","SBP 130-139","Overweight","No smoke","High TC","Glucose<100",4
"709","Female","59+","NH Black",">=College grad","SBP 130-139","Overweight","No smoke","High TC","Glucose 100-125",2
"710","Female","59+","NH Black",">=College grad","SBP 130-139","Overweight","No smoke","Normal TC","Glucose<100",3
"711","Female","59+","NH Black",">=College grad","SBP 130-139","Overweight","No smoke","Normal TC","Glucose 100-125",1
"712","Female","59+","NH Black",">=College grad","SBP 130-139","Overweight","Smoke","Normal TC","Glucose<100",1
"713","Female","59+","NH Black",">=College grad","SBP 130-139","Obese","No smoke","High TC","Glucose<100",3
"714","Female","59+","NH Black",">=College grad","SBP 130-139","Obese","No smoke","High TC","Glucose 100-125",2
"715","Female","59+","NH Black",">=College grad","SBP 130-139","Obese","No smoke","High TC",NA,1
"716","Female","59+","NH Black",">=College grad","SBP 130-139","Obese","No smoke","Normal TC","Glucose<100",8
"717","Female","59+","NH Black",">=College grad","SBP 130-139","Obese","No smoke","Normal TC","Glucose 100-125",2
"718","Female","59+","NH Black",">=College grad","SBP 130-139","Obese","No smoke","Normal TC",NA,2
"719","Female","59+","NH Black",">=College grad","SBP 130-139","Obese","Smoke","High TC","Glucose<100",1
"720","Female","59+","NH Black",">=College grad","SBP 130-139","Obese","Smoke","Normal TC","Glucose<100",2
"721","Female","59+","NH Black",">=College grad","SBP 130-139","Obese","Smoke","Normal TC","Glucose 100-125",1
"722","Female","59+","NH Black",">=College grad","SBP 130-139","Obese","Smoke",NA,"Glucose<100",1
"723","Female","59+","NH Black",">=College grad","SBP 130-139",NA,"No smoke","High TC","Glucose<100",4
"724","Female","59+","NH Black",">=College grad","SBP 130-139",NA,"No smoke","High TC","Glucose 100-125",1
"725","Female","59+","NH Black",">=College grad","SBP 130-139",NA,"No smoke","High TC",NA,1
"726","Female","59+","NH Black",">=College grad","SBP 130-139",NA,"No smoke","Normal TC","Glucose<100",5
"727","Female","59+","NH Black",">=College grad","SBP 130-139",NA,"No smoke","Normal TC","Glucose 100-125",2
"728","Female","59+","NH Black",">=College grad","SBP 130-139",NA,"No smoke",NA,"Glucose<100",1
"729","Female","59+","NH Black",">=College grad","SBP 130-139",NA,"No smoke",NA,NA,1
"730","Female","59+","NH Black",">=College grad","SBP>=140","Normal weight","No smoke","High TC","Glucose<100",5
"731","Female","59+","NH Black",">=College grad","SBP>=140","Normal weight","No smoke","High TC",NA,2
"732","Female","59+","NH Black",">=College grad","SBP>=140","Normal weight","No smoke","Normal TC","Glucose<100",4
"733","Female","59+","NH Black",">=College grad","SBP>=140","Normal weight","No smoke","Normal TC",NA,2
"734","Female","59+","NH Black",">=College grad","SBP>=140","Normal weight","Smoke","High TC","Glucose<100",2
"735","Female","59+","NH Black",">=College grad","SBP>=140","Overweight","No smoke","High TC","Glucose<100",10
"736","Female","59+","NH Black",">=College grad","SBP>=140","Overweight","No smoke","High TC","Glucose 100-125",8
"737","Female","59+","NH Black",">=College grad","SBP>=140","Overweight","No smoke","High TC",NA,1
"738","Female","59+","NH Black",">=College grad","SBP>=140","Overweight","No smoke","Normal TC","Glucose<100",9
"739","Female","59+","NH Black",">=College grad","SBP>=140","Overweight","No smoke","Normal TC","Glucose 100-125",5
"740","Female","59+","NH Black",">=College grad","SBP>=140","Overweight","No smoke","Normal TC",NA,2
"741","Female","59+","NH Black",">=College grad","SBP>=140","Overweight","Smoke","High TC","Glucose 100-125",1
"742","Female","59+","NH Black",">=College grad","SBP>=140","Overweight","Smoke","Normal TC","Glucose 100-125",1
"743","Female","59+","NH Black",">=College grad","SBP>=140","Obese","No smoke","High TC","Glucose<100",23
"744","Female","59+","NH Black",">=College grad","SBP>=140","Obese","No smoke","High TC","Glucose 100-125",10
"745","Female","59+","NH Black",">=College grad","SBP>=140","Obese","No smoke","High TC","Glucose>=126",2
"746","Female","59+","NH Black",">=College grad","SBP>=140","Obese","No smoke","High TC",NA,2
"747","Female","59+","NH Black",">=College grad","SBP>=140","Obese","No smoke","Normal TC","Glucose<100",17
"748","Female","59+","NH Black",">=College grad","SBP>=140","Obese","No smoke","Normal TC","Glucose 100-125",7
"749","Female","59+","NH Black",">=College grad","SBP>=140","Obese","No smoke","Normal TC","Glucose>=126",1
"750","Female","59+","NH Black",">=College grad","SBP>=140","Obese","No smoke","Normal TC",NA,2
"751","Female","59+","NH Black",">=College grad","SBP>=140","Obese","No smoke",NA,"Glucose>=126",1
"752","Female","59+","NH Black",">=College grad","SBP>=140","Obese","Smoke","High TC","Glucose<100",3
"753","Female","59+","NH Black",">=College grad","SBP>=140","Obese","Smoke","Normal TC","Glucose 100-125",1
"754","Female","59+","NH Black",">=College grad","SBP>=140",NA,"No smoke","High TC","Glucose<100",8
"755","Female","59+","NH Black",">=College grad","SBP>=140",NA,"No smoke","High TC","Glucose 100-125",4
"756","Female","59+","NH Black",">=College grad","SBP>=140",NA,"No smoke","High TC",NA,3
"757","Female","59+","NH Black",">=College grad","SBP>=140",NA,"No smoke","Normal TC","Glucose<100",16
"758","Female","59+","NH Black",">=College grad","SBP>=140",NA,"No smoke","Normal TC","Glucose 100-125",7
"759","Female","59+","NH Black",">=College grad","SBP>=140",NA,"No smoke","Normal TC",NA,1
"760","Female","59+","NH Black",">=College grad","SBP>=140",NA,"No smoke",NA,"Glucose<100",2
"761","Female","59+","NH Black",">=College grad","SBP>=140",NA,"No smoke",NA,"Glucose 100-125",2
"762","Female","59+","NH Black",NA,"SBP 130-139",NA,"No smoke","High TC",NA,1
"763","Female","59+","NH Black",NA,"SBP 130-139",NA,"No smoke","Normal TC",NA,1
"764","Female","59+","NH Black",NA,"SBP>=140",NA,"No smoke","High TC",NA,1
"765","Female","59+","NH Asian","HSG/GED","SBP>=140","Normal weight","No smoke","High TC","Glucose<100",1
"766","Female","59+","NH Asian","HSG/GED","SBP>=140",NA,"No smoke","Normal TC","Glucose<100",2
"767","Female","59+","NH Asian","HSG/GED","SBP>=140",NA,"No smoke","Normal TC","Glucose 100-125",1
"768","Female","59+","NH Asian","Some college/TS","SBP 130-139","Underweight","No smoke","Normal TC","Glucose<100",1
"769","Female","59+","NH Asian","Some college/TS","SBP 130-139",NA,"No smoke","High TC","Glucose 100-125",1
"770","Female","59+","NH Asian","Some college/TS","SBP 130-139",NA,"No smoke","Normal TC","Glucose<100",1
"771","Female","59+","NH Asian","Some college/TS","SBP>=140",NA,"No smoke","Normal TC","Glucose<100",1
"772","Female","59+","NH Asian",">=College grad","SBP 130-139","Normal weight","No smoke","High TC","Glucose<100",2
"773","Female","59+","NH Asian",">=College grad","SBP 130-139","Normal weight","No smoke","Normal TC","Glucose<100",1
"774","Female","59+","NH Asian",">=College grad","SBP 130-139",NA,"No smoke","Normal TC","Glucose<100",1
"775","Female","59+","NH Asian",">=College grad","SBP 130-139",NA,"No smoke",NA,"Glucose<100",1
"776","Female","59+","NH Asian",">=College grad","SBP>=140","Underweight","No smoke","High TC","Glucose<100",1
"777","Female","59+","NH Asian",">=College grad","SBP>=140","Normal weight","No smoke","High TC","Glucose<100",2
"778","Female","59+","NH Asian",">=College grad","SBP>=140","Normal weight","No smoke","High TC","Glucose 100-125",1
"779","Female","59+","NH Asian",">=College grad","SBP>=140","Overweight","No smoke","High TC","Glucose 100-125",1
"780","Female","59+","NH Asian",">=College grad","SBP>=140","Overweight","No smoke","Normal TC","Glucose<100",1
"781","Female","59+","NH Asian",">=College grad","SBP>=140",NA,"No smoke","High TC","Glucose<100",2
"782","Female","59+","NH Asian",">=College grad","SBP>=140",NA,"No smoke","High TC","Glucose 100-125",1
"783","Female","59+","NH Asian",">=College grad","SBP>=140",NA,"No smoke","High TC","Glucose>=126",1
"784","Female","59+","NH Asian",">=College grad","SBP>=140",NA,"No smoke","High TC",NA,1
"785","Female","59+","NH Asian",">=College grad","SBP>=140",NA,"No smoke","Normal TC","Glucose<100",1
"786","Female","59+","NH Asian",">=College grad","SBP>=140",NA,"No smoke","Normal TC","Glucose 100-125",1
"787","Female","59+","NH Asian",">=College grad","SBP>=140",NA,"No smoke",NA,"Glucose<100",1
"788","Female","59+","Hispanic","<HSG","SBP 130-139","Normal weight","No smoke","High TC","Glucose 100-125",1
"789","Female","59+","Hispanic","<HSG","SBP 130-139","Overweight","No smoke","High TC","Glucose<100",2
"790","Female","59+","Hispanic","<HSG","SBP 130-139","Overweight","No smoke","Normal TC","Glucose 100-125",1
"791","Female","59+","Hispanic","<HSG","SBP 130-139","Obese","Smoke","Normal TC","Glucose<100",1
